TABELA CEST 2018;;;;;;;;;;;;;
BUSCA AUTOMÁTICA:;;;;;;;;;;;;;
NCM;DESCRIÇÃO;Início de vigência;CEST;SEGMENTO;;;;;;;;;
7610;"7610 - Construções e suas partes (por exemplo, pontes e elementos de pontes, torres, pórticos ou pilones, pilares, colunas, armações, estruturas para telhados, portas e janelas, e seus caixilhos, alizares e soleiras, balaustradas), de alumínio, exceto as construções pré-fabricadas da posição 9406; chapas, barras, perfis, tubos e semelhantes, de alumínio, próprios para construções";01/07/2017;1007100;Materiais de construção e congêneres;;;;;;;;;
76152000;76152000 - Artefatos de higiene/toucador de alumínio, para uso na construção;01/07/2017;1007200;Materiais de construção e congêneres;;;;;;;;;
7616;7616 - Outras obras de alumínio, próprias para construções, incluídas as persianas;01/07/2017;1007300;Materiais de construção e congêneres;;;;;;;;;
83024100;83024100 - Outras guarnições, ferragens e artigos semelhantes de metais comuns, para construções, inclusive puxadores.;01/07/2017;1007400;Materiais de construção e congêneres;;;;;;;;;
8301;"8301 - Fechaduras e ferrolhos (de chave, de segredo ou elétricos), de metais comuns, incluídas as suas partes fechos e armações com fecho, com fechadura, de metais comuns chaves para estes artigos, de metais comuns; exceto os de uso automotivo";01/07/2017;1007500;Materiais de construção e congêneres;;;;;;;;;
83021000;83021000 - Dobradiças de metais comuns, de qualquer tipo;01/07/2017;1007600;Materiais de construção e congêneres;;;;;;;;;
8307;8307 - Tubos flexíveis de metais comuns, mesmo com acessórios, para uso na construção;01/07/2017;1007700;Materiais de construção e congêneres;;;;;;;;;
8311;8311 - Fios, varetas, tubos, chapas, eletrodos e artefatos semelhantes, de metais comuns ou de carbonetos metálicos, revestidos exterior ou interiormente de decapantes ou de fundentes, para soldagem (soldadura) ou depósito de metal ou de carbonetos metálicos fios e varetas de pós de metais comuns aglomerados, para metalização por projeção;01/07/2017;1007800;Materiais de construção e congêneres;;;;;;;;;
8481;8481 - Torneiras, válvulas (incluídas as redutoras de pressão e as termostáticas) e dispositivos semelhantes, para canalizações, caldeiras, reservatórios, cubas e outros recipientes;01/07/2017;1007900;Materiais de construção e congêneres;;;;;;;;;
7009;7009 - Espelhos de vidro, mesmo emoldurados, exceto os de uso automotivo;01/07/2017;1008000;Materiais de construção e congêneres;;;;;;;;;
28289011;28289011 - Água sanitária, branqueador e outros alvejantes;01/07/2017;1100100;Materiais de limpeza;;;;;;;;;
28289019;28289019 - Água sanitária, branqueador e outros alvejantes;01/07/2017;1100100;Materiais de limpeza;;;;;;;;;
32064100;32064100 - Água sanitária, branqueador e outros alvejantes;01/07/2017;1100100;Materiais de limpeza;;;;;;;;;
34022000;34022000 - Água sanitária, branqueador e outros alvejantes;01/07/2017;1100100;Materiais de limpeza;;;;;;;;;
38089419;38089419 - Água sanitária, branqueador e outros alvejantes;01/07/2017;1100100;Materiais de limpeza;;;;;;;;;
34012090;34012090 - Sabões em pó, flocos, palhetas, grânulos ou outras formas semelhantes, para lavar roupas;01/07/2017;1100200;Materiais de limpeza;;;;;;;;;
34012090;34012090 - Sabões líquidos para lavar roupas;01/07/2017;1100300;Materiais de limpeza;;;;;;;;;
34022000;34022000 - Detergentes em pó, flocos, palhetas, grânulos ou outras formas semelhantes;01/07/2017;1100400;Materiais de limpeza;;;;;;;;;
34022000;34022000 - Detergentes líquidos, exceto para lavar roupa;01/07/2017;1100500;Materiais de limpeza;;;;;;;;;
34022000;34022000 - Detergente líquido para lavar roupa;01/07/2017;1100600;Materiais de limpeza;;;;;;;;;
3402;"3402 - Outros agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluídas as preparações auxiliares para lavagem) e preparações para limpeza (inclusive multiuso e limpadores), mesmo contendo sabão, exceto os produtos descritos nos CEST 11.001.00, 11.004.00, 11.005.00 e 11.006.00; em embalagem de conteúdo inferior ou igual a 50 litros ou 50 kg";01/07/2017;1100700;Materiais de limpeza;;;;;;;;;
38099190;38099190 - Amaciante/suavizante;01/07/2017;1100800;Materiais de limpeza;;;;;;;;;
39249000;39249000 - Esponjas para limpeza;01/07/2017;1100900;Materiais de limpeza;;;;;;;;;
68053010;68053010 - Esponjas para limpeza;01/07/2017;1100900;Materiais de limpeza;;;;;;;;;
68053090;68053090 - Esponjas para limpeza;01/07/2017;1100900;Materiais de limpeza;;;;;;;;;
39241000;39241000 - Esponjas para limpeza;01/07/2017;1100900;Materiais de limpeza;;;;;;;;;
22089000;22089000 - Álcool etílico para limpeza;01/07/2017;1101000;Materiais de limpeza;;;;;;;;;
2207;2207 - Álcool etílico para limpeza;01/07/2017;1101000;Materiais de limpeza;;;;;;;;;
73231000;"73231000 - Esponjas e palhas de aço; esponjas para limpeza, polimento ou uso semelhantes; todas de uso doméstico";01/07/2017;1101100;Materiais de limpeza;;;;;;;;;
39232;39232 - Sacos de lixo de conteúdo igual ou inferior a 100 litros;01/07/2017;1101200;Materiais de limpeza;;;;;;;;;
8504;"8504 - Transformadores, bobinas de reatância e de auto indução, inclusive os transformadores de potência superior a 16 KVA, classificados nas posições 8504.33.00 e 8504.34.00; exceto os demais transformadores da subposição 8504.3, os reatores para lâmpadas elétricas de descarga classificados no código 8504.10.00, os carregadores de acumuladores do código 8504.40.10, os equipamentos de alimentação ininterrupta de energia (UPS ou ìno breakî), no código 8504.40.40 e os de uso automotivo";01/07/2017;1200100;Materiais elétricos;;;;;;;;;
8516;"8516 - Aquecedores elétricos de água, incluídos os de imersão, chuveiros ou duchas elétricos, torneiras elétricas, resistências de aquecimento, inclusive as de duchas e chuveiros elétricos e suas partes; exceto outros fornos, fogareiros (incluídas as chapas de cocção), grelhas e assadeiras, classificados na posição 8516.60.00";01/07/2017;1200200;Materiais elétricos;;;;;;;;;
8535;8535 - Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, corta-circuitos, para-raios, limitadores de tensão, eliminadores de onda, tomadas de corrente e outros conectores, caixas de junção), para tensão superior a 1.000V, exceto os de uso automotivo;01/07/2017;1200300;Materiais elétricos;;;;;;;;;
8536;"8536 - Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, relés, corta-circuitos, eliminadores de onda, plugues e tomadas de corrente, suportes para lâmpadas e outros conectores, caixas de junção), para uma tensão não superior a 1.000V; conectores para fibras ópticas, feixes ou cabos de fibras ópticas; exceto ìstarterî classificado na subposição 8536.50 e os de uso automotivo";01/07/2017;1200400;Materiais elétricos;;;;;;;;;
8538;8538 - Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 8535 e 8536;01/07/2017;1200500;Materiais elétricos;;;;;;;;;
74130000;74130000 - Cabos, tranças e semelhantes, de cobre, não isolados para usos elétricos, exceto os de uso automotivo;01/07/2017;1200600;Materiais elétricos;;;;;;;;;
7614;"7614 - Fios, cabos (incluídos os cabos coaxiais) e outros condutores, isolados ou não, para usos elétricos (incluídos os de cobre ou alumínio, envernizados ou oxidados anodicamente), mesmo com peças de conexão, inclusive fios e cabos elétricos, para tensão não superior a 1000V, para uso na construção; fios e cabos telefônicos e para transmissão de dados; cabos de fibras ópticas, constituídos de fibras embainhadas individualmente, mesmo com condutores elétricos ou munidos de peças de conexão; cordas, cabos, tranças e semelhantes, de alumínio, não isolados para uso elétricos; exceto os de uso automotivo";01/07/2017;1200700;Materiais elétricos;;;;;;;;;
8544;"8544 - Fios, cabos (incluídos os cabos coaxiais) e outros condutores, isolados ou não, para usos elétricos (incluídos os de cobre ou alumínio, envernizados ou oxidados anodicamente), mesmo com peças de conexão, inclusive fios e cabos elétricos, para tensão não superior a 1000V, para uso na construção; fios e cabos telefônicos e para transmissão de dados; cabos de fibras ópticas, constituídos de fibras embainhadas individualmente, mesmo com condutores elétricos ou munidos de peças de conexão; cordas, cabos, tranças e semelhantes, de alumínio, não isolados para uso elétricos; exceto os de uso automotivo";01/07/2017;1200700;Materiais elétricos;;;;;;;;;
7605;"7605 - Fios, cabos (incluídos os cabos coaxiais) e outros condutores, isolados ou não, para usos elétricos (incluídos os de cobre ou alumínio, envernizados ou oxidados anodicamente), mesmo com peças de conexão, inclusive fios e cabos elétricos, para tensão não superior a 1000V, para uso na construção; fios e cabos telefônicos e para transmissão de dados; cabos de fibras ópticas, constituídos de fibras embainhadas individualmente, mesmo com condutores elétricos ou munidos de peças de conexão; cordas, cabos, tranças e semelhantes, de alumínio, não isolados para uso elétricos; exceto os de uso automotivo";01/07/2017;1200700;Materiais elétricos;;;;;;;;;
8546;8546 - Isoladores de qualquer matéria, para usos elétricos;01/07/2017;1200800;Materiais elétricos;;;;;;;;;
8547;"8547 - Peças isolantes inteiramente de matérias isolantes, ou com simples peças metálicas de montagem (suportes roscados, por exemplo) incorporadas na massa, para máquinas, aparelhos e instalações elétricas; tubos isoladores e suas peças de ligação, de metais comuns, isolados interiormente";01/07/2017;1200900;Materiais elétricos;;;;;;;;;
3004;3004 - Medicamentos de referência - positiva, exceto para uso veterinário;01/07/2017;1300100;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
3003;3003 - Medicamentos de referência - positiva, exceto para uso veterinário;01/07/2017;1300100;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
3004;3004 - Medicamentos de referência - negativa, exceto para uso veterinário;01/07/2017;1300101;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
3003;3003 - Medicamentos de referência - negativa, exceto para uso veterinário;01/07/2017;1300101;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
3004;3004 - Medicamentos de referência - neutra, exceto para uso veterinário;01/07/2017;1300102;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
3003;3003 - Medicamentos de referência - neutra, exceto para uso veterinário;01/07/2017;1300102;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
3003;3003 - Medicamentos genérico - positiva, exceto para uso veterinário;01/07/2017;1300200;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
3004;3004 - Medicamentos genérico - positiva, exceto para uso veterinário;01/07/2017;1300200;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
3003;3003 - Medicamentos genérico - negativa, exceto para uso veterinário;01/07/2017;1300201;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
3004;3004 - Medicamentos genérico - negativa, exceto para uso veterinário;01/07/2017;1300201;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
3004;3004 - Medicamentos genérico - neutra, exceto para uso veterinário;01/07/2017;1300202;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
3003;3003 - Medicamentos genérico - neutra, exceto para uso veterinário;01/07/2017;1300202;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
3004;3004 - Medicamentos similar - positiva, exceto para uso veterinário;01/07/2017;1300300;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
3003;3003 - Medicamentos similar - positiva, exceto para uso veterinário;01/07/2017;1300300;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
3004;3004 - Medicamentos similar - negativa, exceto para uso veterinário;01/07/2017;1300301;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
3003;3003 - Medicamentos similar - negativa, exceto para uso veterinário;01/07/2017;1300301;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
3004;3004 - Medicamentos similar - neutra, exceto para uso veterinário;01/07/2017;1300302;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
3003;3003 - Medicamentos similar - neutra, exceto para uso veterinário;01/07/2017;1300302;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
3004;3004 - Outros tipos de medicamentos - positiva, exceto para uso veterinário;01/07/2017;1300400;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
3003;3003 - Outros tipos de medicamentos - positiva, exceto para uso veterinário;01/07/2017;1300400;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
3004;3004 - Outros tipos de medicamentos - negativa, exceto para uso veterinário;01/07/2017;1300401;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
3003;3003 - Outros tipos de medicamentos - negativa, exceto para uso veterinário;01/07/2017;1300401;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
3004;3004 - Outros tipos de medicamentos - neutra, exceto para uso veterinário;01/07/2017;1300402;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
3003;3003 - Outros tipos de medicamentos - neutra, exceto para uso veterinário;01/07/2017;1300402;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
30066000;30066000 - Preparações químicas contraceptivas à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas - positiva;01/07/2017;1300500;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
30066000;30066000 - Preparações químicas contraceptivas à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas - negativa;01/07/2017;1300501;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
2936;2936 - Provitaminas e vitaminas, naturais ou reproduzidas por síntese (incluídos os concentrados naturais), bem como os seus derivados utilizados principalmente como vitaminas, misturados ou não entre si, mesmo em quaisquer soluções - neutra;01/07/2017;1300600;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
300630;300630 - Preparações opacificantes (contrastantes) para exames radiográficos e reagentes de diagnóstico concebidos para serem administrados ao paciente - positiva;01/07/2017;1300700;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
300630;300630 - Preparações opacificantes (contrastantes) para exames radiográficos e reagentes de diagnóstico concebidos para serem administrados ao paciente - negativa;01/07/2017;1300701;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
3002;3002 - Antissoro, outras frações do sangue, produtos imunológicos modificados, mesmo obtidos por via biotecnológica, exceto para uso veterinário - positiva;01/07/2017;1300800;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
3002;3002 - Antissoro, outras frações do sangue, produtos imunológicos modificados, mesmo obtidos por via biotecnológica, exceto para uso veterinário - negativa;01/07/2017;1300801;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
3002;"3002 - Vacinas e produtos semelhantes, exceto para uso veterinário - positiva;";01/07/2017;1300900;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
3002;"3002 - Vacinas e produtos semelhantes, exceto para uso veterinário - negativa;";01/07/2017;1300901;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
30051010;30051010 - Curativos (pensos) adesivos e outros artigos com uma camada adesiva, impregnados ou recobertos de substâncias farmacêuticas - Lista Positiva;01/07/2017;1301000;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
30051010;30051010 - Curativos (pensos) adesivos e outros artigos com uma camada adesiva, impregnados ou recobertos de substâncias farmacêuticas - Lista Negativa;01/07/2017;1301001;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
3005;3005 - Algodão, atadura, esparadrapo, gazes, pensos, sinapismos, e outros, acondicionados para venda a retalho para usos medicinais, cirúrgicos ou dentários, não impregnados ou recobertos de substâncias farmacêuticas - Lista Neutra;01/07/2017;1301100;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
40151900;40151900 - Luvas cirúrgicas e luvas de procedimento - neutra;01/07/2017;1301200;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
40151100;40151100 - Luvas cirúrgicas e luvas de procedimento - neutra;01/07/2017;1301200;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
40141000;40141000 - Preservativo ñ neutra;01/07/2017;1301300;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
901831;901831 - Seringas, mesmo com agulhas - neutra;01/07/2017;1301400;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
9018321;9018321 - Agulhas para seringas - neutra;01/07/2017;1301500;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
39269090;39269090 - Contraceptivos (dispositivos intrauterinos - DIU) - neutra;01/07/2017;1301600;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
90189099;90189099 - Contraceptivos (dispositivos intrauterinos - DIU) - neutra;01/07/2017;1301600;Medicamentos e outros produtos farmacêuticos para uso humano;;;;;;;;;
7013;7013 - Objetos de vidro para serviço de mesa ou de cozinha;01/07/2017;1400100;Papéis;;;;;;;;;
70133700;70133700 - Outros copos, exceto de vitrocerâmica;01/07/2017;1400200;Papéis;;;;;;;;;
70134290;70134290 - Objetos para serviço de mesa (exceto copos) ou de cozinha, exceto de vitrocerâmica;01/07/2017;1400300;Papéis;;;;;;;;;
3921;3921 - Lonas plásticas, exceto as para uso na construção;01/07/2017;1400400;Papéis;;;;;;;;;
3919;3919 - Lonas plásticas, exceto as para uso na construção;01/07/2017;1400400;Papéis;;;;;;;;;
3920;3920 - Lonas plásticas, exceto as para uso na construção;01/07/2017;1400400;Papéis;;;;;;;;;
3924;3924 - Artefatos de higiene/toucador de plástico, exceto os para uso na construção;01/07/2017;1400500;Papéis;;;;;;;;;
39241000;39241000 - Serviços de mesa e outros utensílios de mesa ou de cozinha, de plástico, não descartáveis;01/07/2017;1400600;Papéis;;;;;;;;;
39241000;39241000 - Serviços de mesa e outros utensílios de mesa ou de cozinha, de plástico, descartáveis;01/07/2017;1400601;Papéis;;;;;;;;;
69111010;69111010 - Artigos para serviço de mesa ou de cozinha, de porcelana, inclusive os descartáveis ñ estojos;01/07/2017;1400700;Papéis;;;;;;;;;
69111090;69111090 - Artigos para serviço de mesa ou de cozinha, de porcelana, inclusive os descartáveis ñ avulsos;01/07/2017;1400800;Papéis;;;;;;;;;
69120000;69120000 - Artigos para serviço de mesa ou de cozinha, de cerâmica;01/07/2017;1400900;Papéis;;;;;;;;;
69120000;69120000 - Velas para filtros;01/07/2017;1401000;Papéis;;;;;;;;;
4823209;4823209 - Filtros descartáveis para coar café ou chá;01/07/2017;1401100;Papéis;;;;;;;;;
48236;48236 - Bandejas, travessas, pratos, xícaras ou chávenas, taças, copos e artigos semelhantes, de papel ou cartão;01/07/2017;1401200;Papéis;;;;;;;;;
48131000;48131000 - Papel para cigarro;01/07/2017;1401300;Papéis;;;;;;;;;
40111000;40111000 - Pneus novos, dos tipos utilizados em automóveis de passageiros (incluídos os veículos de uso misto - camionetas e os automóveis de corrida);01/07/2017;1600100;Pneumáticos, câmaras de ar e protetores de borracha;;;;;;;;;
4011;4011 - Pneus novos, dos tipos utilizados em caminhões (inclusive para os fora-de-estrada), ônibus, aviões, máquinas de terraplenagem, de construção e conservação de estradas, máquinas e tratores agrícolas, pá-carregadeira;01/07/2017;1600200;Pneumáticos, câmaras de ar e protetores de borracha;;;;;;;;;
40114000;40114000 - Pneus novos para motocicletas;01/07/2017;1600300;Pneumáticos, câmaras de ar e protetores de borracha;;;;;;;;;
4011;4011 - Outros tipos de pneus novos, exceto os itens classificados no CEST 16.005.00;01/07/2017;1600400;Pneumáticos, câmaras de ar e protetores de borracha;;;;;;;;;
40115000;40115000 - Pneus novos de borracha dos tipos utilizados em bicicletas;01/07/2017;1600500;Pneumáticos, câmaras de ar e protetores de borracha;;;;;;;;;
40121;40121 - Pneus recauchutados;01/07/2017;1600600;Pneumáticos, câmaras de ar e protetores de borracha;;;;;;;;;
401290;401290 - Protetores de borracha, exceto os itens classificados no CEST 16.007.01;01/07/2017;1600700;Pneumáticos, câmaras de ar e protetores de borracha;;;;;;;;;
401290;401290 - Protetores de borracha para bicicletas;01/07/2017;1600701;Pneumáticos, câmaras de ar e protetores de borracha;;;;;;;;;
4013;4013 - Câmaras de ar de borracha, exceto os itens classificados no CEST 16.009.00;01/07/2017;1600800;Pneumáticos, câmaras de ar e protetores de borracha;;;;;;;;;
40132000;40132000 - Câmaras de ar de borracha dos tipos utilizados em bicicletas;01/07/2017;1600900;Pneumáticos, câmaras de ar e protetores de borracha;;;;;;;;;
17049010;17049010 - Chocolate branco, em embalagens de conteúdo inferior ou igual a 1 kg, excluídos os ovos de páscoa de chocolate.;01/07/2017;1700100;Produtos alimentícios;;;;;;;;;
18063110;18063110 - Chocolates contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg;01/07/2017;1700200;Produtos alimentícios;;;;;;;;;
18063220;18063220 - Chocolates contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg;01/07/2017;1700200;Produtos alimentícios;;;;;;;;;
18063220;18063220 - Chocolate em barras, tabletes ou blocos ou no estado líquido, em pasta, em pó, grânulos ou formas semelhantes, em recipientes ou embalagens imediatas de conteúdo inferior ou igual a 2 kg;01/07/2017;1700300;Produtos alimentícios;;;;;;;;;
18063210;18063210 - Chocolate em barras, tabletes ou blocos ou no estado líquido, em pasta, em pó, grânulos ou formas semelhantes, em recipientes ou embalagens imediatas de conteúdo inferior ou igual a 2 kg;01/07/2017;1700300;Produtos alimentícios;;;;;;;;;
18069000;18069000 - Chocolates e outras preparações alimentícias contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg, excluídos os achocolatados em pó e ovos de páscoa de chocolate.;01/07/2017;1700400;Produtos alimentícios;;;;;;;;;
17049010;17049010 - Ovos de páscoa de chocolate branco;01/07/2017;1700500;Produtos alimentícios;;;;;;;;;
18069000;18069000 - Ovos de páscoa de chocolate;01/07/2017;1700501;Produtos alimentícios;;;;;;;;;
18069000;18069000 - Achocolatados em pó, em embalagens de conteúdo inferior ou igual a 1 kg, exceto os classificados no CEST 17.006.02;01/07/2017;1700600;Produtos alimentícios;;;;;;;;;
18061000;18061000 - Cacau em pó, com adição de açúcar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1kg;01/07/2017;1700601;Produtos alimentícios;;;;;;;;;
18069000;18069000 - Achocolatados em pó, em cápsulas;01/07/2017;1700602;Produtos alimentícios;;;;;;;;;
18069000;18069000 - Caixas de bombons contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg;01/07/2017;1700700;Produtos alimentícios;;;;;;;;;
17049090;17049090 - Bombons, inclusive à base de chocolate branco sem cacau;01/07/2017;1700800;Produtos alimentícios;;;;;;;;;
18069000;18069000 - Bombons, balas, caramelos, confeitos, pastilhas e outros produtos de confeitaria, contendo cacau;01/07/2017;1700900;Produtos alimentícios;;;;;;;;;
2009;"2009 - Sucos de frutas ou de produtos hortícolas; mistura de sucos";01/07/2017;1701000;Produtos alimentícios;;;;;;;;;
20098;20098 - Água de coco;01/07/2017;1701100;Produtos alimentícios;;;;;;;;;
04021;04021 - Leite em pó, blocos ou grânulos, exceto creme de leite;01/07/2017;1701200;Produtos alimentícios;;;;;;;;;
04022;04022 - Leite em pó, blocos ou grânulos, exceto creme de leite;01/07/2017;1701200;Produtos alimentícios;;;;;;;;;
04029;04029 - Leite em pó, blocos ou grânulos, exceto creme de leite;01/07/2017;1701200;Produtos alimentícios;;;;;;;;;
19011020;19011020 - Farinha láctea;01/07/2017;1701300;Produtos alimentícios;;;;;;;;;
19011010;19011010 - Leite modificado para alimentação de crianças;01/07/2017;1701400;Produtos alimentícios;;;;;;;;;
19011090;19011090 - Preparações para alimentação infantil à base de farinhas, grumos, sêmolas ou amidos e outros;01/07/2017;1701500;Produtos alimentícios;;;;;;;;;
04011010;04011010 - Leite ìlonga vidaî (UHT - ìUltra High Temperatureî), em recipiente de conteúdo inferior ou igual a 2 litros;01/07/2017;1701600;Produtos alimentícios;;;;;;;;;
04012010;04012010 - Leite ìlonga vidaî (UHT - ìUltra High Temperatureî), em recipiente de conteúdo inferior ou igual a 2 litros;01/07/2017;1701600;Produtos alimentícios;;;;;;;;;
04012010;04012010 - Leite ìlonga vidaî (UHT - ìUltra High Temperatureî), em recipiente de conteúdo superior a 2 litros e inferior ou igual a 5 litros;01/07/2017;1701601;Produtos alimentícios;;;;;;;;;
04011010;04011010 - Leite ìlonga vidaî (UHT - ìUltra High Temperatureî), em recipiente de conteúdo superior a 2 litros e inferior ou igual a 5 litros;01/07/2017;1701601;Produtos alimentícios;;;;;;;;;
04015010;04015010 - Leite em recipiente de conteúdo inferior ou igual a 1 litro;01/07/2017;1701700;Produtos alimentícios;;;;;;;;;
04014010;04014010 - Leite em recipiente de conteúdo inferior ou igual a 1 litro;01/07/2017;1701700;Produtos alimentícios;;;;;;;;;
04014010;04014010 - Leite em recipiente de conteúdo superior a 1 litro e inferior ou igual a 5 litros;01/07/2017;1701701;Produtos alimentícios;;;;;;;;;
04015010;04015010 - Leite em recipiente de conteúdo superior a 1 litro e inferior ou igual a 5 litros;01/07/2017;1701701;Produtos alimentícios;;;;;;;;;
04012090;04012090 - Leite do tipo pasteurizado em recipiente de conteúdo inferior ou igual a 1 litro;01/07/2017;1701800;Produtos alimentícios;;;;;;;;;
04011090;04011090 - Leite do tipo pasteurizado em recipiente de conteúdo inferior ou igual a 1 litro;01/07/2017;1701800;Produtos alimentícios;;;;;;;;;
04011090;04011090 - Leite do tipo pasteurizado em recipiente de conteúdo superior a 1 litro e inferior ou igual a 5 litros;01/07/2017;1701801;Produtos alimentícios;;;;;;;;;
04012090;04012090 - Leite do tipo pasteurizado em recipiente de conteúdo superior a 1 litro e inferior ou igual a 5 litros;01/07/2017;1701801;Produtos alimentícios;;;;;;;;;
04022130;04022130 - Creme de leite, em recipiente de conteúdo inferior ou igual a 1 kg;01/07/2017;1701900;Produtos alimentícios;;;;;;;;;
04029;04029 - Creme de leite, em recipiente de conteúdo inferior ou igual a 1 kg;01/07/2017;1701900;Produtos alimentícios;;;;;;;;;
0401402;0401402 - Creme de leite, em recipiente de conteúdo inferior ou igual a 1 kg;01/07/2017;1701900;Produtos alimentícios;;;;;;;;;
04022930;04022930 - Creme de leite, em recipiente de conteúdo inferior ou igual a 1 kg;01/07/2017;1701900;Produtos alimentícios;;;;;;;;;
04022130;04022130 - Creme de leite, em recipiente de conteúdo superior a 1 kg;01/07/2017;1701901;Produtos alimentícios;;;;;;;;;
04029;04029 - Creme de leite, em recipiente de conteúdo superior a 1 kg;01/07/2017;1701901;Produtos alimentícios;;;;;;;;;
0401402;0401402 - Creme de leite, em recipiente de conteúdo superior a 1 kg;01/07/2017;1701901;Produtos alimentícios;;;;;;;;;
04022930;04022930 - Creme de leite, em recipiente de conteúdo superior a 1 kg;01/07/2017;1701901;Produtos alimentícios;;;;;;;;;
040150;040150 - Outros cremes de leite, em recipiente de conteúdo inferior ou igual a 1kg;01/07/2017;1701902;Produtos alimentícios;;;;;;;;;
04022920;04022920 - Outros cremes de leite, em recipiente de conteúdo inferior ou igual a 1kg;01/07/2017;1701902;Produtos alimentícios;;;;;;;;;
040110;040110 - Outros cremes de leite, em recipiente de conteúdo inferior ou igual a 1kg;01/07/2017;1701902;Produtos alimentícios;;;;;;;;;
040120;040120 - Outros cremes de leite, em recipiente de conteúdo inferior ou igual a 1kg;01/07/2017;1701902;Produtos alimentícios;;;;;;;;;
040210;040210 - Outros cremes de leite, em recipiente de conteúdo inferior ou igual a 1kg;01/07/2017;1701902;Produtos alimentícios;;;;;;;;;
04029;04029 - Leite condensado, em recipiente de conteúdo inferior ou igual a 1 kg;01/07/2017;1702000;Produtos alimentícios;;;;;;;;;
04029;04029 - Leite condensado, em recipiente de conteúdo superior a 1 kg;01/07/2017;1702001;Produtos alimentícios;;;;;;;;;
0403;0403 - Iogurte e leite fermentado em recipiente de conteúdo inferior ou igual a 2 litros;01/07/2017;1702100;Produtos alimentícios;;;;;;;;;
0403;0403 - Iogurte e leite fermentado em recipiente de conteúdo superior a 2 litros;01/07/2017;1702101;Produtos alimentícios;;;;;;;;;
04039000;04039000 - Coalhada;01/07/2017;1702200;Produtos alimentícios;;;;;;;;;
