TABELA CEST 2018;;;;
BUSCA AUTOMµTICA:;;;;
NCM;DESCRI€ÇO;In¡cio de vigˆncia;CEST;SEGMENTO
68101900;68101900 - Telhas de concreto;01/07/2017;1002200;Materiais de constru‡Æo e congˆneres
6811;6811 - Telha, cumeeira e caixa d’ gua, inclusive sua tampa, de fibrocimento, cimento-celulose;01/07/2017;1002300;Materiais de constru‡Æo e congˆneres
6811;6811 - Caixas d’ gua, tanques e reservat¢rios e suas tampas, telhas, calhas, cumeeiras e afins, de fibrocimento, cimento-celulose ou semelhantes, contendo ou nÆo amianto, exceto os descritos no CEST 10.023.00;01/07/2017;1002400;Materiais de constru‡Æo e congˆneres
69010000;69010000 - Tijolos, placas (lajes), ladrilhos e outras pe‡as cerƒmicas de farinhas siliciosas f¢sseis (“kieselghur”, tripolita, diatomita, por exemplo) ou de terras siliciosas semelhantes;01/07/2017;1002500;Materiais de constru‡Æo e congˆneres
6902;6902 - Tijolos, placas (lajes), ladrilhos e pe‡as cerƒmicas semelhantes, para uso na constru‡Æo, refrat rios, que nÆo sejam de farinhas siliciosas f¢sseis nem de terras siliciosas semelhantes;01/07/2017;1002600;Materiais de constru‡Æo e congˆneres
6904;6904 - Tijolos para constru‡Æo, tijoleiras, tapa-vigas e produtos semelhantes, de cerƒmica;01/07/2017;1002700;Materiais de constru‡Æo e congˆneres
6905;6905 - Telhas, elementos de chamin‚s, condutores de fuma‡a, ornamentos arquitet“nicos, de cerƒmica, e outros produtos cerƒmicos para uso na constru‡Æo;01/07/2017;1002800;Materiais de constru‡Æo e congˆneres
69060000;69060000 - Tubos, calhas ou algerozes e acess¢rios para canaliza‡äes, de cerƒmica;01/07/2017;1002900;Materiais de constru‡Æo e congˆneres
6907;6907 - Ladrilhos e placas de cerƒmica, exclusivamente para pavimenta‡Æo ou revestimento;01/07/2017;1003000;Materiais de constru‡Æo e congˆneres
6907;6907 - Cubos, pastilhas e artigos semelhantes de cerƒmica, mesmo com suporte, exceto os descritos CEST 10.030.00;01/07/2017;1003001;Materiais de constru‡Æo e congˆneres
6910;6910 - Pias, lavat¢rios, colunas para lavat¢rios, banheiras, bidˆs, sanit rios, caixas de descarga, mict¢rios e aparelhos fixos semelhantes para usos sanit rios, de cerƒmica;01/07/2017;1003100;Materiais de constru‡Æo e congˆneres
69120000;69120000 - Artefatos de higiene/toucador de cerƒmica;01/07/2017;1003200;Materiais de constru‡Æo e congˆneres
7003;7003 - Vidro vazado ou laminado, em chapas, folhas ou perfis, mesmo com camada absorvente, refletora ou nÆo, mas sem qualquer outro trabalho;01/07/2017;1003300;Materiais de constru‡Æo e congˆneres
7004;7004 - Vidro estirado ou soprado, em folhas, mesmo com camada absorvente, refletora ou nÆo, mas sem qualquer outro trabalho;01/07/2017;1003400;Materiais de constru‡Æo e congˆneres
7005;7005 - Vidro flotado e vidro desbastado ou polido em uma ou em ambas as faces, em chapas ou em folhas, mesmo com camada absorvente, refletora ou nÆo, mas sem qualquer outro trabalho;01/07/2017;1003500;Materiais de constru‡Æo e congˆneres
70071900;70071900 - Vidros temperados;01/07/2017;1003600;Materiais de constru‡Æo e congˆneres
70072900;70072900 - Vidros laminados;01/07/2017;1003700;Materiais de constru‡Æo e congˆneres
7008;7008 - Vidros isolantes de paredes m£ltiplas;01/07/2017;1003800;Materiais de constru‡Æo e congˆneres
7016;"7016 - Blocos, placas, tijolos, ladrilhos, telhas e outros artefatos, de vidro prensado ou moldado, mesmo armado, para uso na constru‡Æo; cubos, pastilhas e outros artigos semelhantes";01/07/2017;1003900;Materiais de constru‡Æo e congˆneres
72142000;72142000 - Barras pr¢prias para constru‡äes, exceto vergalhäes;01/07/2017;1004000;Materiais de constru‡Æo e congˆneres
73089010;73089010 - Outras barras pr¢prias para constru‡äes, exceto vergalhäes;01/07/2017;1004100;Materiais de constru‡Æo e congˆneres
72142000;72142000 - Vergalhäes;01/07/2017;1004200;Materiais de constru‡Æo e congˆneres
7213;7213 - Outros vergalhäes;01/07/2017;1004300;Materiais de constru‡Æo e congˆneres
73089010;73089010 - Outros vergalhäes;01/07/2017;1004300;Materiais de constru‡Æo e congˆneres
72171090;"72171090 - Fios de ferro ou a‡o nÆo ligados, nÆo revestidos, mesmo polidos; cordas, cabos, tran‡as (entran‡ados), lingas e artefatos semelhantes, de ferro ou a‡o, nÆo isolados para usos el‚tricos";01/07/2017;1004400;Materiais de constru‡Æo e congˆneres
7312;"7312 - Fios de ferro ou a‡o nÆo ligados, nÆo revestidos, mesmo polidos; cordas, cabos, tran‡as (entran‡ados), lingas e artefatos semelhantes, de ferro ou a‡o, nÆo isolados para usos el‚tricos";01/07/2017;1004400;Materiais de constru‡Æo e congˆneres
72172010;72172010 - Outros fios de ferro ou a‡o, nÆo ligados, galvanizados com teor de carbono superior ou igual a 0,6%, em peso;01/07/2017;1004500;Materiais de constru‡Æo e congˆneres
72172090;72172090 - Outros fios de ferro ou a‡o, nÆo ligados, galvanizados;01/07/2017;1004501;Materiais de constru‡Æo e congˆneres
7307;7307 - Acess¢rios para tubos (inclusive uniäes, cotovelos, luvas ou mangas), de ferro fundido, ferro ou a‡o;01/07/2017;1004600;Materiais de constru‡Æo e congˆneres
73083000;73083000 - Portas e janelas, e seus caixilhos, alizares e soleiras de ferro fundido, ferro ou a‡o;01/07/2017;1004700;Materiais de constru‡Æo e congˆneres
73084000;73084000 - Material para andaimes, para arma‡äes (cofragens) e para escoramentos, (inclusive arma‡äes prontas, para estruturas de concreto armado ou argamassa armada), eletrocalhas e perfilados de ferro fundido, ferro ou a‡o, pr¢prios para constru‡Æo, exceto treli‡as de a‡o;01/07/2017;1004800;Materiais de constru‡Æo e congˆneres
730890;730890 - Material para andaimes, para arma‡äes (cofragens) e para escoramentos, (inclusive arma‡äes prontas, para estruturas de concreto armado ou argamassa armada), eletrocalhas e perfilados de ferro fundido, ferro ou a‡o, pr¢prios para constru‡Æo, exceto treli‡as de a‡o;01/07/2017;1004800;Materiais de constru‡Æo e congˆneres
73084000;73084000 - Treli‡as de a‡o;01/07/2017;1004900;Materiais de constru‡Æo e congˆneres
73089090;73089090 - Telhas met licas;01/07/2017;1005000;Materiais de constru‡Æo e congˆneres
7310;"7310 - Caixas diversas (tais como caixa de correio, de entrada de  gua, de energia, de instala‡Æo) de ferro fundido, ferro ou a‡o; pr¢prias para a constru‡Æo";01/07/2017;1005100;Materiais de constru‡Æo e congˆneres
73130000;73130000 - Arame farpado, de ferro ou a‡o, arames ou tiras, retorcidos, mesmo farpados, de ferro ou a‡o, dos tipos utilizados em cercas;01/07/2017;1005200;Materiais de constru‡Æo e congˆneres
7314;7314 - Telas met licas, grades e redes, de fios de ferro ou a‡o;01/07/2017;1005300;Materiais de constru‡Æo e congˆneres
73151100;73151100 - Correntes de rolos, de ferro fundido, ferro ou a‡o;01/07/2017;1005400;Materiais de constru‡Æo e congˆneres
73151290;73151290 - Outras correntes de elos articulados, de ferro fundido, ferro ou a‡o;01/07/2017;1005500;Materiais de constru‡Æo e congˆneres
73158200;73158200 - Correntes de elos soldados, de ferro fundido, de ferro ou a‡o;01/07/2017;1005600;Materiais de constru‡Æo e congˆneres
731700;731700 - Tachas, pregos, percevejos, esc pulas, grampos ondulados ou biselados e artefatos semelhantes, de ferro fundido, ferro ou a‡o, mesmo com a cabe‡a de outra mat‚ria, exceto cobre;01/07/2017;1005700;Materiais de constru‡Æo e congˆneres
7318;7318 - Parafusos, pinos ou pernos, roscados, porcas, tira-fundos, ganchos roscados, rebites, chavetas, cavilhas, contrapinos, arruelas (inclu¡das as de pressÆo) e artefatos semelhantes, de ferro fundido, ferro ou a‡o;01/07/2017;1005800;Materiais de constru‡Æo e congˆneres
7323;7323 - Palha de ferro ou a‡o, exceto os de uso dom‚stico classificados na posi‡Æo NCM 7323.10.00;01/07/2017;1005900;Materiais de constru‡Æo e congˆneres
7323;7323 - Esponjas, esfregäes, luvas e artefatos semelhantes para limpeza, polimento e usos semelhantes, de ferro ou a‡o, exceto os de uso dom‚stico classificados na posi‡Æo NCM 7323.10.00;01/07/2017;1005901;Materiais de constru‡Æo e congˆneres
7324;7324 - Artefatos de higiene ou de toucador, e suas partes, de ferro fundido, ferro ou a‡o, inclu¡das as pias, banheiras, lavat¢rios, cubas, mict¢rios, tanques e afins de ferro fundido, ferro ou a‡o, para uso na constru‡Æo;01/07/2017;1006000;Materiais de constru‡Æo e congˆneres
7325;7325 - Outras obras moldadas, de ferro fundido, ferro ou a‡o, para uso na constru‡Æo;01/07/2017;1006100;Materiais de constru‡Æo e congˆneres
7326;7326 - Abra‡adeiras;01/07/2017;1006200;Materiais de constru‡Æo e congˆneres
7407;7407 - Barras de cobre;01/07/2017;1006300;Materiais de constru‡Æo e congˆneres
74111010;74111010 - Tubos de cobre e suas ligas, para instala‡äes de  gua quente e g s, para uso na constru‡Æo;01/07/2017;1006400;Materiais de constru‡Æo e congˆneres
7412;7412 - Acess¢rios para tubos (por exemplo, uniäes, cotovelos, luvas ou mangas) de cobre e suas ligas, para uso na constru‡Æo;01/07/2017;1006500;Materiais de constru‡Æo e congˆneres
7415;7415 - Tachas, pregos, percevejos, esc pulas e artefatos semelhantes, de cobre, ou de ferro ou a‡o com cabe‡a de cobre, parafusos, pinos ou pernos, roscados, porcas, ganchos roscados, rebites, chavetas, cavilhas, contrapinos, arruelas (inclu¡das as de pressÆo), e artefatos semelhantes, de cobre;01/07/2017;1006600;Materiais de constru‡Æo e congˆneres
74182000;74182000 - Artefatos de higiene/toucador de cobre, para uso na constru‡Æo;01/07/2017;1006700;Materiais de constru‡Æo e congˆneres
76071990;76071990 - Manta de subcobertura aluminizada;01/07/2017;1006800;Materiais de constru‡Æo e congˆneres
7608;7608 - Tubos de alum¡nio e suas ligas, para refrigera‡Æo e ar condicionado, para uso na constru‡Æo;01/07/2017;1006900;Materiais de constru‡Æo e congˆneres
76090000;76090000 - Acess¢rios para tubos (por exemplo, uniäes, cotovelos, luvas ou mangas), de alum¡nio, para uso na constru‡Æo;01/07/2017;1007000;Materiais de constru‡Æo e congˆneres
7610;"7610 - Constru‡äes e suas partes (por exemplo, pontes e elementos de pontes, torres, p¢rticos ou pilones, pilares, colunas, arma‡äes, estruturas para telhados, portas e janelas, e seus caixilhos, alizares e soleiras, balaustradas), de alum¡nio, exceto as constru‡äes pr‚-fabricadas da posi‡Æo 9406; chapas, barras, perfis, tubos e semelhantes, de alum¡nio, pr¢prios para constru‡äes";01/07/2017;1007100;Materiais de constru‡Æo e congˆneres
76152000;76152000 - Artefatos de higiene/toucador de alum¡nio, para uso na constru‡Æo;01/07/2017;1007200;Materiais de constru‡Æo e congˆneres
7616;7616 - Outras obras de alum¡nio, pr¢prias para constru‡äes, inclu¡das as persianas;01/07/2017;1007300;Materiais de constru‡Æo e congˆneres
83024100;83024100 - Outras guarni‡äes, ferragens e artigos semelhantes de metais comuns, para constru‡äes, inclusive puxadores.;01/07/2017;1007400;Materiais de constru‡Æo e congˆneres
8301;"8301 - Fechaduras e ferrolhos (de chave, de segredo ou el‚tricos), de metais comuns, inclu¡das as suas partes fechos e arma‡äes com fecho, com fechadura, de metais comuns chaves para estes artigos, de metais comuns; exceto os de uso automotivo";01/07/2017;1007500;Materiais de constru‡Æo e congˆneres
83021000;83021000 - Dobradi‡as de metais comuns, de qualquer tipo;01/07/2017;1007600;Materiais de constru‡Æo e congˆneres
8307;8307 - Tubos flex¡veis de metais comuns, mesmo com acess¢rios, para uso na constru‡Æo;01/07/2017;1007700;Materiais de constru‡Æo e congˆneres
8311;8311 - Fios, varetas, tubos, chapas, eletrodos e artefatos semelhantes, de metais comuns ou de carbonetos met licos, revestidos exterior ou interiormente de decapantes ou de fundentes, para soldagem (soldadura) ou dep¢sito de metal ou de carbonetos met licos fios e varetas de p¢s de metais comuns aglomerados, para metaliza‡Æo por proje‡Æo;01/07/2017;1007800;Materiais de constru‡Æo e congˆneres
8481;8481 - Torneiras, v lvulas (inclu¡das as redutoras de pressÆo e as termost ticas) e dispositivos semelhantes, para canaliza‡äes, caldeiras, reservat¢rios, cubas e outros recipientes;01/07/2017;1007900;Materiais de constru‡Æo e congˆneres
7009;7009 - Espelhos de vidro, mesmo emoldurados, exceto os de uso automotivo;01/07/2017;1008000;Materiais de constru‡Æo e congˆneres
28289011;28289011 - µgua sanit ria, branqueador e outros alvejantes;01/07/2017;1100100;Materiais de limpeza
28289019;28289019 - µgua sanit ria, branqueador e outros alvejantes;01/07/2017;1100100;Materiais de limpeza
32064100;32064100 - µgua sanit ria, branqueador e outros alvejantes;01/07/2017;1100100;Materiais de limpeza
34022000;34022000 - µgua sanit ria, branqueador e outros alvejantes;01/07/2017;1100100;Materiais de limpeza
38089419;38089419 - µgua sanit ria, branqueador e outros alvejantes;01/07/2017;1100100;Materiais de limpeza
34012090;34012090 - Sabäes em p¢, flocos, palhetas, grƒnulos ou outras formas semelhantes, para lavar roupas;01/07/2017;1100200;Materiais de limpeza
34012090;34012090 - Sabäes l¡quidos para lavar roupas;01/07/2017;1100300;Materiais de limpeza
34022000;34022000 - Detergentes em p¢, flocos, palhetas, grƒnulos ou outras formas semelhantes;01/07/2017;1100400;Materiais de limpeza
34022000;34022000 - Detergentes l¡quidos, exceto para lavar roupa;01/07/2017;1100500;Materiais de limpeza
34022000;34022000 - Detergente l¡quido para lavar roupa;01/07/2017;1100600;Materiais de limpeza
3402;"3402 - Outros agentes orgƒnicos de superf¡cie (exceto sabäes); prepara‡äes tensoativas, prepara‡äes para lavagem (inclu¡das as prepara‡äes auxiliares para lavagem) e prepara‡äes para limpeza (inclusive multiuso e limpadores), mesmo contendo sabÆo, exceto os produtos descritos nos CEST 11.001.00, 11.004.00, 11.005.00 e 11.006.00; em embalagem de conte£do inferior ou igual a 50 litros ou 50 kg";01/07/2017;1100700;Materiais de limpeza
38099190;38099190 - Amaciante/suavizante;01/07/2017;1100800;Materiais de limpeza
39249000;39249000 - Esponjas para limpeza;01/07/2017;1100900;Materiais de limpeza
68053010;68053010 - Esponjas para limpeza;01/07/2017;1100900;Materiais de limpeza
68053090;68053090 - Esponjas para limpeza;01/07/2017;1100900;Materiais de limpeza
39241000;39241000 - Esponjas para limpeza;01/07/2017;1100900;Materiais de limpeza
22089000;22089000 - µlcool et¡lico para limpeza;01/07/2017;1101000;Materiais de limpeza
2207;2207 - µlcool et¡lico para limpeza;01/07/2017;1101000;Materiais de limpeza
73231000;"73231000 - Esponjas e palhas de a‡o; esponjas para limpeza, polimento ou uso semelhantes; todas de uso dom‚stico";01/07/2017;1101100;Materiais de limpeza
39232;39232 - Sacos de lixo de conte£do igual ou inferior a 100 litros;01/07/2017;1101200;Materiais de limpeza
8504;"8504 - Transformadores, bobinas de reatƒncia e de auto indu‡Æo, inclusive os transformadores de potˆncia superior a 16 KVA, classificados nas posi‡äes 8504.33.00 e 8504.34.00; exceto os demais transformadores da subposi‡Æo 8504.3, os reatores para lƒmpadas el‚tricas de descarga classificados no c¢digo 8504.10.00, os carregadores de acumuladores do c¢digo 8504.40.10, os equipamentos de alimenta‡Æo ininterrupta de energia (UPS ou “no break”), no c¢digo 8504.40.40 e os de uso automotivo";01/07/2017;1200100;Materiais el‚tricos
8516;"8516 - Aquecedores el‚tricos de  gua, inclu¡dos os de imersÆo, chuveiros ou duchas el‚tricos, torneiras el‚tricas, resistˆncias de aquecimento, inclusive as de duchas e chuveiros el‚tricos e suas partes; exceto outros fornos, fogareiros (inclu¡das as chapas de coc‡Æo), grelhas e assadeiras, classificados na posi‡Æo 8516.60.00";01/07/2017;1200200;Materiais el‚tricos
8535;8535 - Aparelhos para interrup‡Æo, seccionamento, prote‡Æo, deriva‡Æo, liga‡Æo ou conexÆo de circuitos el‚tricos (por exemplo, interruptores, comutadores, corta-circuitos, para-raios, limitadores de tensÆo, eliminadores de onda, tomadas de corrente e outros conectores, caixas de jun‡Æo), para tensÆo superior a 1.000V, exceto os de uso automotivo;01/07/2017;1200300;Materiais el‚tricos
8536;"8536 - Aparelhos para interrup‡Æo, seccionamento, prote‡Æo, deriva‡Æo, liga‡Æo ou conexÆo de circuitos el‚tricos (por exemplo, interruptores, comutadores, rel‚s, corta-circuitos, eliminadores de onda, plugues e tomadas de corrente, suportes para lƒmpadas e outros conectores, caixas de jun‡Æo), para uma tensÆo nÆo superior a 1.000V; conectores para fibras ¢pticas, feixes ou cabos de fibras ¢pticas; exceto “starter” classificado na subposi‡Æo 8536.50 e os de uso automotivo";01/07/2017;1200400;Materiais el‚tricos
8538;8538 - Partes reconhec¡veis como exclusiva ou principalmente destinadas aos aparelhos das posi‡äes 8535 e 8536;01/07/2017;1200500;Materiais el‚tricos
74130000;74130000 - Cabos, tran‡as e semelhantes, de cobre, nÆo isolados para usos el‚tricos, exceto os de uso automotivo;01/07/2017;1200600;Materiais el‚tricos
7614;"7614 - Fios, cabos (inclu¡dos os cabos coaxiais) e outros condutores, isolados ou nÆo, para usos el‚tricos (inclu¡dos os de cobre ou alum¡nio, envernizados ou oxidados anodicamente), mesmo com pe‡as de conexÆo, inclusive fios e cabos el‚tricos, para tensÆo nÆo superior a 1000V, para uso na constru‡Æo; fios e cabos telef“nicos e para transmissÆo de dados; cabos de fibras ¢pticas, constitu¡dos de fibras embainhadas individualmente, mesmo com condutores el‚tricos ou munidos de pe‡as de conexÆo; cordas, cabos, tran‡as e semelhantes, de alum¡nio, nÆo isolados para uso el‚tricos; exceto os de uso automotivo";01/07/2017;1200700;Materiais el‚tricos
8544;"8544 - Fios, cabos (inclu¡dos os cabos coaxiais) e outros condutores, isolados ou nÆo, para usos el‚tricos (inclu¡dos os de cobre ou alum¡nio, envernizados ou oxidados anodicamente), mesmo com pe‡as de conexÆo, inclusive fios e cabos el‚tricos, para tensÆo nÆo superior a 1000V, para uso na constru‡Æo; fios e cabos telef“nicos e para transmissÆo de dados; cabos de fibras ¢pticas, constitu¡dos de fibras embainhadas individualmente, mesmo com condutores el‚tricos ou munidos de pe‡as de conexÆo; cordas, cabos, tran‡as e semelhantes, de alum¡nio, nÆo isolados para uso el‚tricos; exceto os de uso automotivo";01/07/2017;1200700;Materiais el‚tricos
7605;"7605 - Fios, cabos (inclu¡dos os cabos coaxiais) e outros condutores, isolados ou nÆo, para usos el‚tricos (inclu¡dos os de cobre ou alum¡nio, envernizados ou oxidados anodicamente), mesmo com pe‡as de conexÆo, inclusive fios e cabos el‚tricos, para tensÆo nÆo superior a 1000V, para uso na constru‡Æo; fios e cabos telef“nicos e para transmissÆo de dados; cabos de fibras ¢pticas, constitu¡dos de fibras embainhadas individualmente, mesmo com condutores el‚tricos ou munidos de pe‡as de conexÆo; cordas, cabos, tran‡as e semelhantes, de alum¡nio, nÆo isolados para uso el‚tricos; exceto os de uso automotivo";01/07/2017;1200700;Materiais el‚tricos
8546;8546 - Isoladores de qualquer mat‚ria, para usos el‚tricos;01/07/2017;1200800;Materiais el‚tricos
8547;"8547 - Pe‡as isolantes inteiramente de mat‚rias isolantes, ou com simples pe‡as met licas de montagem (suportes roscados, por exemplo) incorporadas na massa, para m quinas, aparelhos e instala‡äes el‚tricas; tubos isoladores e suas pe‡as de liga‡Æo, de metais comuns, isolados interiormente";01/07/2017;1200900;Materiais el‚tricos
3004;3004 - Medicamentos de referˆncia - positiva, exceto para uso veterin rio;01/07/2017;1300100;Medicamentos e outros produtos farmacˆuticos para uso humano
3003;3003 - Medicamentos de referˆncia - positiva, exceto para uso veterin rio;01/07/2017;1300100;Medicamentos e outros produtos farmacˆuticos para uso humano
3004;3004 - Medicamentos de referˆncia - negativa, exceto para uso veterin rio;01/07/2017;1300101;Medicamentos e outros produtos farmacˆuticos para uso humano
3003;3003 - Medicamentos de referˆncia - negativa, exceto para uso veterin rio;01/07/2017;1300101;Medicamentos e outros produtos farmacˆuticos para uso humano
3004;3004 - Medicamentos de referˆncia - neutra, exceto para uso veterin rio;01/07/2017;1300102;Medicamentos e outros produtos farmacˆuticos para uso humano
3003;3003 - Medicamentos de referˆncia - neutra, exceto para uso veterin rio;01/07/2017;1300102;Medicamentos e outros produtos farmacˆuticos para uso humano
3003;3003 - Medicamentos gen‚rico - positiva, exceto para uso veterin rio;01/07/2017;1300200;Medicamentos e outros produtos farmacˆuticos para uso humano
3004;3004 - Medicamentos gen‚rico - positiva, exceto para uso veterin rio;01/07/2017;1300200;Medicamentos e outros produtos farmacˆuticos para uso humano
3003;3003 - Medicamentos gen‚rico - negativa, exceto para uso veterin rio;01/07/2017;1300201;Medicamentos e outros produtos farmacˆuticos para uso humano
3004;3004 - Medicamentos gen‚rico - negativa, exceto para uso veterin rio;01/07/2017;1300201;Medicamentos e outros produtos farmacˆuticos para uso humano
3004;3004 - Medicamentos gen‚rico - neutra, exceto para uso veterin rio;01/07/2017;1300202;Medicamentos e outros produtos farmacˆuticos para uso humano
3003;3003 - Medicamentos gen‚rico - neutra, exceto para uso veterin rio;01/07/2017;1300202;Medicamentos e outros produtos farmacˆuticos para uso humano
3004;3004 - Medicamentos similar - positiva, exceto para uso veterin rio;01/07/2017;1300300;Medicamentos e outros produtos farmacˆuticos para uso humano
3003;3003 - Medicamentos similar - positiva, exceto para uso veterin rio;01/07/2017;1300300;Medicamentos e outros produtos farmacˆuticos para uso humano
3004;3004 - Medicamentos similar - negativa, exceto para uso veterin rio;01/07/2017;1300301;Medicamentos e outros produtos farmacˆuticos para uso humano
3003;3003 - Medicamentos similar - negativa, exceto para uso veterin rio;01/07/2017;1300301;Medicamentos e outros produtos farmacˆuticos para uso humano
3004;3004 - Medicamentos similar - neutra, exceto para uso veterin rio;01/07/2017;1300302;Medicamentos e outros produtos farmacˆuticos para uso humano
3003;3003 - Medicamentos similar - neutra, exceto para uso veterin rio;01/07/2017;1300302;Medicamentos e outros produtos farmacˆuticos para uso humano
3004;3004 - Outros tipos de medicamentos - positiva, exceto para uso veterin rio;01/07/2017;1300400;Medicamentos e outros produtos farmacˆuticos para uso humano
3003;3003 - Outros tipos de medicamentos - positiva, exceto para uso veterin rio;01/07/2017;1300400;Medicamentos e outros produtos farmacˆuticos para uso humano
3004;3004 - Outros tipos de medicamentos - negativa, exceto para uso veterin rio;01/07/2017;1300401;Medicamentos e outros produtos farmacˆuticos para uso humano
3003;3003 - Outros tipos de medicamentos - negativa, exceto para uso veterin rio;01/07/2017;1300401;Medicamentos e outros produtos farmacˆuticos para uso humano
3004;3004 - Outros tipos de medicamentos - neutra, exceto para uso veterin rio;01/07/2017;1300402;Medicamentos e outros produtos farmacˆuticos para uso humano
3003;3003 - Outros tipos de medicamentos - neutra, exceto para uso veterin rio;01/07/2017;1300402;Medicamentos e outros produtos farmacˆuticos para uso humano
30066000;30066000 - Prepara‡äes qu¡micas contraceptivas … base de horm“nios, de outros produtos da posi‡Æo 29.37 ou de espermicidas - positiva;01/07/2017;1300500;Medicamentos e outros produtos farmacˆuticos para uso humano
30066000;30066000 - Prepara‡äes qu¡micas contraceptivas … base de horm“nios, de outros produtos da posi‡Æo 29.37 ou de espermicidas - negativa;01/07/2017;1300501;Medicamentos e outros produtos farmacˆuticos para uso humano
2936;2936 - Provitaminas e vitaminas, naturais ou reproduzidas por s¡ntese (inclu¡dos os concentrados naturais), bem como os seus derivados utilizados principalmente como vitaminas, misturados ou nÆo entre si, mesmo em quaisquer solu‡äes - neutra;01/07/2017;1300600;Medicamentos e outros produtos farmacˆuticos para uso humano
300630;300630 - Prepara‡äes opacificantes (contrastantes) para exames radiogr ficos e reagentes de diagn¢stico concebidos para serem administrados ao paciente - positiva;01/07/2017;1300700;Medicamentos e outros produtos farmacˆuticos para uso humano
300630;300630 - Prepara‡äes opacificantes (contrastantes) para exames radiogr ficos e reagentes de diagn¢stico concebidos para serem administrados ao paciente - negativa;01/07/2017;1300701;Medicamentos e outros produtos farmacˆuticos para uso humano
3002;3002 - Antissoro, outras fra‡äes do sangue, produtos imunol¢gicos modificados, mesmo obtidos por via biotecnol¢gica, exceto para uso veterin rio - positiva;01/07/2017;1300800;Medicamentos e outros produtos farmacˆuticos para uso humano
3002;3002 - Antissoro, outras fra‡äes do sangue, produtos imunol¢gicos modificados, mesmo obtidos por via biotecnol¢gica, exceto para uso veterin rio - negativa;01/07/2017;1300801;Medicamentos e outros produtos farmacˆuticos para uso humano
3002;"3002 - Vacinas e produtos semelhantes, exceto para uso veterin rio - positiva;";01/07/2017;1300900;Medicamentos e outros produtos farmacˆuticos para uso humano
3002;"3002 - Vacinas e produtos semelhantes, exceto para uso veterin rio - negativa;";01/07/2017;1300901;Medicamentos e outros produtos farmacˆuticos para uso humano
30051010;30051010 - Curativos (pensos) adesivos e outros artigos com uma camada adesiva, impregnados ou recobertos de substƒncias farmacˆuticas - Lista Positiva;01/07/2017;1301000;Medicamentos e outros produtos farmacˆuticos para uso humano
30051010;30051010 - Curativos (pensos) adesivos e outros artigos com uma camada adesiva, impregnados ou recobertos de substƒncias farmacˆuticas - Lista Negativa;01/07/2017;1301001;Medicamentos e outros produtos farmacˆuticos para uso humano
3005;3005 - AlgodÆo, atadura, esparadrapo, gazes, pensos, sinapismos, e outros, acondicionados para venda a retalho para usos medicinais, cir£rgicos ou dent rios, nÆo impregnados ou recobertos de substƒncias farmacˆuticas - Lista Neutra;01/07/2017;1301100;Medicamentos e outros produtos farmacˆuticos para uso humano
40151900;40151900 - Luvas cir£rgicas e luvas de procedimento - neutra;01/07/2017;1301200;Medicamentos e outros produtos farmacˆuticos para uso humano
40151100;40151100 - Luvas cir£rgicas e luvas de procedimento - neutra;01/07/2017;1301200;Medicamentos e outros produtos farmacˆuticos para uso humano
40141000;40141000 - Preservativo – neutra;01/07/2017;1301300;Medicamentos e outros produtos farmacˆuticos para uso humano
901831;901831 - Seringas, mesmo com agulhas - neutra;01/07/2017;1301400;Medicamentos e outros produtos farmacˆuticos para uso humano
9018321;9018321 - Agulhas para seringas - neutra;01/07/2017;1301500;Medicamentos e outros produtos farmacˆuticos para uso humano
39269090;39269090 - Contraceptivos (dispositivos intrauterinos - DIU) - neutra;01/07/2017;1301600;Medicamentos e outros produtos farmacˆuticos para uso humano
90189099;90189099 - Contraceptivos (dispositivos intrauterinos - DIU) - neutra;01/07/2017;1301600;Medicamentos e outros produtos farmacˆuticos para uso humano
7013;7013 - Objetos de vidro para servi‡o de mesa ou de cozinha;01/07/2017;1400100;Pap‚is
70133700;70133700 - Outros copos, exceto de vitrocerƒmica;01/07/2017;1400200;Pap‚is
70134290;70134290 - Objetos para servi‡o de mesa (exceto copos) ou de cozinha, exceto de vitrocerƒmica;01/07/2017;1400300;Pap‚is
3921;3921 - Lonas pl sticas, exceto as para uso na constru‡Æo;01/07/2017;1400400;Pap‚is
3919;3919 - Lonas pl sticas, exceto as para uso na constru‡Æo;01/07/2017;1400400;Pap‚is
3920;3920 - Lonas pl sticas, exceto as para uso na constru‡Æo;01/07/2017;1400400;Pap‚is
3924;3924 - Artefatos de higiene/toucador de pl stico, exceto os para uso na constru‡Æo;01/07/2017;1400500;Pap‚is
39241000;39241000 - Servi‡os de mesa e outros utens¡lios de mesa ou de cozinha, de pl stico, nÆo descart veis;01/07/2017;1400600;Pap‚is
39241000;39241000 - Servi‡os de mesa e outros utens¡lios de mesa ou de cozinha, de pl stico, descart veis;01/07/2017;1400601;Pap‚is
69111010;69111010 - Artigos para servi‡o de mesa ou de cozinha, de porcelana, inclusive os descart veis – estojos;01/07/2017;1400700;Pap‚is
69111090;69111090 - Artigos para servi‡o de mesa ou de cozinha, de porcelana, inclusive os descart veis – avulsos;01/07/2017;1400800;Pap‚is
69120000;69120000 - Artigos para servi‡o de mesa ou de cozinha, de cerƒmica;01/07/2017;1400900;Pap‚is
69120000;69120000 - Velas para filtros;01/07/2017;1401000;Pap‚is
